user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Fractals and Rose,"California, USA",Instagram: @fractals_and_rose,25-06-2018 20:23,8836,609,7645,False,11-08-2020 16:52,"Ooooh Boy, here we go!

Buckle Up, the ride is about to begin.

#CovidVaccine #Covid19 #Coronavirus  https://t.co/3tIS6NeFww","['CovidVaccine', 'Covid19', 'Coronavirus']",Twitter for iPhone,False
PRANSHU,"New Delhi, India","Satyamev Jayate🇮🇳,
Law and justice.",10-05-2019 19:59,18,33,705,False,11-08-2020 16:51,"Gam-COVID-Vac Lyo vaccine

Developed by Moscow's Gamaleya Institute in collaboration with the country's defence min… https://t.co/AdC290L1fv",,Twitter for Android,False
thetruthseeker_,,"Favo😍,Stop stealing just retweet it♻️🤣 
||सियावर रामचंद्र की जय||🌺🚩",27-06-2020 09:34,33,39,1995,False,11-08-2020 16:50,"Russia says, Phase 3 clinical trials in different countries India is one of them. 

the vaccine production to 200 m… https://t.co/k8UC3ePeiI",,Twitter for Android,False
Kesava Ram Bailapudi,"Visakhapatnam, India",Life is too short. Smile while you still have teeth.,21-12-2019 01:33,232,136,71694,False,11-08-2020 16:48,"Let's hope it's safe, effective &amp; puts an end to this pandemic #COVID..!!

#CovidVaccine
#RussianVaccine https://t.co/ypHne8ZRKh","['COVID', 'CovidVaccine', 'RussianVaccine']",Twitter for Android,False
Gurpreet Maan,gidderbaha,bathinda,26-01-2012 09:12,9,14,11,False,11-08-2020 16:48,ਰੂਸ ਨੇ ਬਣਾਈ ਕਰੋਨਾ ਦੀ ਦਵਾਈ  The first vaccine is out!! Fingers crossed 🤞 that this will work just fine and many othe… https://t.co/41P3K5hmDX,,Twitter for Android,False
The Conservative Couple,"Freedomville, USA",Cutthroat Conservative Couple Keeping it 💯,31-05-2020 20:43,3,94,36,False,11-08-2020 16:47,"@JoeBiden Translation:

“I’ll waste a lot of time. 

I’ll start by calling “goalpost moving” 
Dr. Fauci, 

Refuse t… https://t.co/UGSDEVMFQy",,Twitter for iPhone,False
Ayansh Agrawal,"Ambikapur,India","Chai Lover❤| Save #Animals and #Humanity not Humans|
Trying to establish a young voice against stupidity| PotterHead⚡|",28-04-2020 17:03,39,30,1549,False,11-08-2020 16:44,"Thank #Scientists and #Doctors of #Russia who invented #CovidVaccine instead of naming it as #PutinVaccine..
#SputnikV #RussianVaccine","['Scientists', 'Doctors', 'Russia', 'CovidVaccine', 'PutinVaccine', 'SputnikV', 'RussianVaccine']",Twitter for Android,False
Mudit Bhatnagar,"Noida, India",Writer.,01-02-2011 20:31,44,187,2640,False,11-08-2020 16:44,"Russian President Vladimir Putin's daughter is among the first ones to get vaccinated. @thesagaland 

#Russia… https://t.co/kgaIsaB830",['Russia'],Twitter Web App,False
Atrei Chatterjee,"Salt Lake, Kolkata, WB. ","Chef and Everything Else
Local Gourmet",10-08-2011 06:45,137,198,1788,False,11-08-2020 16:42,"@ whoever is buying #CovidVaccine from Russia, congratulations 👏👏👏 on getting your medicine from the people responsible for Chernobyl 😂",['CovidVaccine'],Twitter for Android,False
Dana Boos,"New Jersey, USA","#MAGA,Constitutional Conservative,Drain the Swamp,No Dems,No RINOS, #RollTide,Anti-Globalist,Honor our 🇺🇸,country&Vets,General Flynn has been Exonerated",17-09-2012 11:18,4982,4690,583131,False,11-08-2020 16:42,#CovidVaccine scam https://t.co/Rxs64SmBng,['CovidVaccine'],Twitter for iPad,False
The Report Inn,,"The Report Inn is an Online Media platform providing the latest news in Travel, Lifestyle, FMCG, Startup, Internet, Tech, Automobile, Retail, and Industries.",08-05-2020 08:17,18,0,1,False,11-08-2020 16:42,Russia says 20 countries have pre-ordered a billion doses of vaccine.Industrial production of vaccine to start in S… https://t.co/C4aOnAjk9p,,Twitter Web App,False
Abhijit Majumder,"New Delhi, India","Journalist. Views are personal, retweets not necessarily endorsements",12-07-2009 07:04,547195,547,1065,True,11-08-2020 16:38,"Like him or hate him, you can’t deny #Putin’s pluck and ability to change the game at world stage.
Whether it is an… https://t.co/RZAba46it5",['Putin'],Twitter for iPhone,False
தமிழ் (Thamizh),Earth,"IT- Techie(Senior Storage/Cloud Consultant); 

Part of #QUAT family 

I Love Agriculture,Stocks,Crypto,Blockchain & Photography...!",06-05-2010 12:26,1176,1451,10139,False,11-08-2020 16:38,"#CovidVaccine  hopes trigger a risk rally.

Global #equity markets surge higher on  vaccine hopes.

Wall Street's m… https://t.co/rOiEKsgabu","['CovidVaccine', 'equity']",Twitter for Android,False
Praveen Reddy,"Hyderabad, India",,19-04-2011 17:30,17,127,56,False,11-08-2020 16:37,"Looking Positive response for Russian vaccine 🧘‍♂️✊

#CovidVaccine 
#coronavirus #Putin","['CovidVaccine', 'coronavirus', 'Putin']",Twitter for iPhone,False
Sneha Rajput,"kolkata , India ",professional at Urbanclap,04-05-2019 09:26,9,54,1177,False,11-08-2020 16:36,"When you first said the vaccine went to the trail second stage, only then did I get a believe, that the first Russi… https://t.co/SuF70YVKBF",,Twitter for Android,False
Anne Poole,"Kirkland, WA",average teen ish,01-04-2018 23:43,3,33,87,False,11-08-2020 16:35,"Y’all really be acting like the base of current mathematics, physics and chemistry wasn’t founded by Russian scient… https://t.co/DgJgjH3syu",,Twitter for iPhone,False
Debmalya Pal,"Kolkata, India","Employee at Ministry of commerce, Govt of India.",27-09-2016 11:24,28,7,597,False,11-08-2020 16:33,Russia announced the first covid vaccine although it didn't underwent all the necessary trial protocols. But arriva… https://t.co/JcueZmisff,,Twitter for Android,False
venkatesh chavan,pune,"Software Engg,",11-04-2012 13:08,1,19,19,False,11-08-2020 16:33,Congratulations Putin says Russia has approved 'world first' Covid-19 vaccine. #RussianVaccine #CovidVaccine #covid19,"['RussianVaccine', 'CovidVaccine', 'covid19']",Twitter for iPhone,False
Radhakrishnamurthy,Chennai,Observer.,23-04-2010 02:45,149,430,11045,False,11-08-2020 16:32,I think Russia is following Agile model and released vaccine and remaining countries are following classical waterf… https://t.co/pWyKsW9z4q,,Twitter for Android,False
socho,,"oh LORD! make my country free from poverty, illiteracy, unemployment and social injustice.",24-01-2016 09:36,26,109,841,False,11-08-2020 16:32,@retheeshraj10 @Arya_India13 hey u remember https://t.co/jBxr0HYnmI's Amit shah and Saheb were involved in snoopgat… https://t.co/HNxKUgUWl8,,Twitter Web App,False
Mirror Now,India,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues. Follow us on Instagram - @mirrornow_in,21-09-2015 13:31,86054,30,1,True,11-08-2020 16:32,"#Russia has approved a #COVID19 vaccine but the World Health Organisation (@WHO) is wary of it. 

Here's why!… https://t.co/V5UYLdCFpb","['Russia', 'COVID19']",Twitter Media Studio - LiveCut,False
Jacob Abraham,,"WBNUJS '23, LAWRENCIAN '17",27-06-2020 12:26,47,84,112,False,11-08-2020 16:31,"Perhaps the biggest blow to America right now is that, Rocky is dead and Ivan Drago has found the cure.… https://t.co/ZOGE0khZee",,Twitter for Android,False
Maria Isabel F,Kuala Lumpur / Manila,"A mother to three, wife, daughter, sister and friend. Also! A voracious reader, coffee lover, pastries freak, I am a lovely friend :)) Freelancing here & there!",20-07-2011 07:30,221,442,3252,False,11-08-2020 16:30,"EPIC reaction to Russia’s “rushed” vaccine...
 
My same reaction 😭

#SputnikUpdates #CovidVaccine https://t.co/HPZ23jJ0se","['SputnikUpdates', 'CovidVaccine']",Twitter for iPhone,False
weirdo_beardo_,"Orissa, India","INDIAN 🇮🇳


noob memer",12-04-2020 11:13,64,80,2603,False,11-08-2020 16:30,"I found the 1st #CovidVaccine (cronil) - baba ramdev
. 
#Putin be like https://t.co/dargid7HgE","['CovidVaccine', 'Putin']",Twitter for Android,False
Of Hearts & Minds,Pacific Northwest,"Advocate. Confidential life, relationship & job coaching. Fmr reporter & news monitor B.A., Journalism #NoNazis #Resist #WhereAreTheChildren 🇺🇸 #NoBanNoWall",04-03-2015 18:48,13224,12316,66939,False,11-08-2020 16:29,"Wait for it....#TrumpHasNoPlan will be #selling #PutinsPuppet #fakevaccine #CovidVaccine in three, two, one...","['TrumpHasNoPlan', 'selling', 'PutinsPuppet', 'fakevaccine', 'CovidVaccine']",Twitter for iPhone,False
Sagar Darji,,"Chartered Accountant ,
Chartered Wealth Manager (AAFM) ,
Market enthusiastic. 
Sharing My Own analysis. 
No recommendations.",14-01-2018 04:19,13,66,981,False,11-08-2020 16:27,"Corona Vaccine found claimed by russian. 
Gold fell nearly 4%. 
Global markets returns to pre covid levels. 
Financ… https://t.co/0VuSNqnZIj",,Twitter for Android,False
Vaibhav kaushik,,"Namasté 🙏

let's Tweet...

economic student, i love financial & business, I njoy law & philos, don't like heresy
not on Whatsapp, not a part of any Propaganda.",15-11-2018 13:25,72,664,28579,False,11-08-2020 16:26,"#Russia is the first nation to develop a #CoronavirusVaccine, 
I do not know whether to be happy or sad.
#Sputnik… https://t.co/8aRIkg59Qg","['Russia', 'CoronavirusVaccine', 'Sputnik']",Twitter for Android,False
ItsTechRiddhipratim,,"Hey,I am Riddhipratim Adhikari,a.k.a. Tech Riddhipratim,a student,an app developer(apps available on Google Play),a YouTuber,a Gamer & Repoter at DailyHunt",07-07-2020 10:23,5,205,44,False,11-08-2020 16:26,"COVID-19 vaccine is developed. 
But is it safe to have that vaccine now?
I think no as everything has its side effe… https://t.co/2kbjJ2D1BV",,Twitter for Android,False
Chris Flynn,Ventura County,#Craftbeer #Cats,26-02-2009 21:44,161,83,10476,False,11-08-2020 16:24,“The speed at which Russia is moving to roll out the vaccine has prompted some international scientists to question… https://t.co/T4liXturry,,Twitter for iPhone,False
Putaa,,"Don’t think too hard, just have fun with it.",23-06-2020 07:53,2,29,46,False,11-08-2020 16:22,"A quarter of world’s COVID-19 cases are in the USA while USA, Brazil, Russia and India amount more than half.… https://t.co/voE8jFVbag",,Twitter for iPhone,False
🇷🇺 tЋє Яu5s!ДИ HДcKэR 🇷🇺 💎,Russia,Free backup service for classified documents and personal information. Opinion shaping and election adjustments. #RussianHacker #RussianHackers #RussianHacking,21-08-2018 22:36,433,392,6171,False,11-08-2020 16:22,"Russia got the vaccine. I am curious, if the anti-Russia narrative is changing, now. The US claimed that Russia sto… https://t.co/ntvCziNX2X",,Twitter Web App,False
DarkmaN 🇵🇭🇬🇧🇺🇸🌍🇻🇦👀,,Being imperfect emphasizes our dependence on God’s mercy. 🇻🇦 ,23-05-2009 19:27,397,2615,8633,False,11-08-2020 16:22,I dont care who created the vaccine as long as it is safe and effective! #CovidVaccineRace #CovidVaccine #COVID19… https://t.co/UJ5h0iP2tI,"['CovidVaccineRace', 'CovidVaccine', 'COVID19']",Twitter Web App,False
Prasant Swain(LULU)ପ୍ରଶାନ୍ତ ସ୍ୱାଇଁ(ଲୁଲୁ)🇮🇳,Bhubaneswar,"#SwayamSewak
State Co-Ordinator
BJYM,Odisha .Incharge Social Media
#DIRECTOR
#ହୁଙ୍କାର_ଓଡ଼ିଆଙ୍କର #NYF

https://t.co/qUpF6BntBP  

https://t.co/LqppJkUv21",02-03-2012 16:13,3129,1652,13627,False,11-08-2020 16:22,"On the 4th day drive by #HunkarOdiankar Distributed nearly another 300 vails of Arsenicum Album 30 , the homoeopath… https://t.co/RdaVIRXy6z",['HunkarOdiankar'],Twitter for Android,False
Tejas Chaudhari,,"Good For Good Makes The Whole World Kind
💻Takniki Manav
YouTube 👉 Th3Viru5Guy
Hobby❤️Photography📸 
🔥Check out my videos!👇",20-01-2020 13:29,4,42,85,False,11-08-2020 16:22,"Russia registered the first ever corona vaccine in the world.
#CovidVaccine",['CovidVaccine'],Twitter for Android,False
ɢᴜʀᴜʜᴀᴠᴇɴ ®,San Francisco,"A global, transparent community of traders who come together everyday to create their own wealth and entertainment. Join here: https://t.co/7w1dWQC9LS",19-04-2018 01:14,1716,340,18059,False,11-08-2020 16:22,"After announcing the world’s first #CovidVaccine, everyone is giving Putin high fives ... 👋🏼 🇷🇺

$SPY $XBI $IBB… https://t.co/WUTzPkuBqc",['CovidVaccine'],Twitter for iPhone,False
Prashant Sinha,"Noida, India",जिंदादिल IT कर्मचारी                               Bossy in Nature .. Crazy at Times.. a Perfect Gemini,27-08-2010 02:54,10,34,43,False,11-08-2020 16:22,"Covid Vaccine will be the second most appreciated invention of Russia, 
Vodka will still remain the first !!… https://t.co/nCijkmYoiw",,Twitter for iPhone,False
Samrat Chakraborty,Lost in some sports match,"Independent Journalist. Ex-@NDTV, @ians_india, @dna, @ZeeNews. Reads Bukowski, hears Freddie Mercury, swears by Man Utd. Believes in learning more....",12-10-2014 12:48,279,3299,10591,False,11-08-2020 16:21,"Covid-19 vaccine will be second most appreciated thing from Russia. Vodka will always be first

#CovidVaccine",['CovidVaccine'],Twitter for Android,False
ShanaliaG,,,07-06-2013 12:45,1573,1150,9345,False,11-08-2020 16:21,Alarm among global health experts after #Russia's #COVID19 vaccine set to be approved without full trial data… https://t.co/abln8FiPPl,"['Russia', 'COVID19']",Twitter for Android,False
Brooklyn Coastal,United States,Welcome to our Shop!,27-07-2020 16:08,200,830,79,False,11-08-2020 16:20,Excited to share the latest addition to my #etsy shop: Bride Face Mask / White Cotton Reusable Bride Face Mask / Wh… https://t.co/ZD9GezsEKw,['etsy'],Twitter for iPhone,False
Crypto Mak 🌐,United Kingdom,#Crypto #Cryptocurrency #Blockchain #Ethereum #BTC #Bitcoin #CryptoNews #CryptoMining #CryptoTrading #CryptoExchanges #FollowBack #follow4follow #IFollowBack,06-11-2018 20:50,8870,9116,323,False,11-08-2020 16:20,"Are Bitcoin And Gold Headed to The Worst Drop Ever? Covid19 Vaccine, Tax cut &amp; More https://t.co/nrI3MFquiZ… https://t.co/5jtjhPR3dV",,dlvr.it,False
Rajeev Agrawal,INDIA,"*Dear mind, 
please stop thinking at night. 
I wanna sleep.!!!*

We're All Bad In Someone's Story",27-05-2012 03:26,2260,2117,30424,False,11-08-2020 16:20,"THE NEWS WE ALL HAVE BEEN WAITING FOR

Russia has successfully developed the world's first coronavirus vaccine, ann… https://t.co/hCGK9HatHC",,Twitter for Android,False
Brooklyn Coastal,United States,Welcome to our Shop!,27-07-2020 16:08,200,830,79,False,11-08-2020 16:20,Excited to share the latest addition to my #etsy shop: Nurse Mom Face Mask / White Cotton Reusable Nurse Mom Fighte… https://t.co/JiVdG7f7gu,['etsy'],Twitter for iPhone,False
Aditya,"Seattle, WA","Software Engineer - Big Data/ML @Amazon • Side: @ProductsByAdi • Alum: @ASU, @WalmartLabs ,@Samsung • I ♥️ working on side projects 👨‍💻",07-05-2016 07:12,436,336,5801,False,11-08-2020 16:19,"Let's just hope the Russian vaccine works. 

#CovidVaccine",['CovidVaccine'],Twitter for Android,False
areehaws,India,vivre l'instant présent,08-06-2018 12:26,1,33,76,False,11-08-2020 16:18,"Hope💙
#CovidVaccine #COVIDー19 #hopewell https://t.co/TfMBgyFPpO","['CovidVaccine', 'COVIDー19', 'hopewell']",Twitter for Android,False
NAINU RAHEESH,"Bengaluru, India","I am Nainu Raheesh , From Calicut and settled in Bangalore. A Chartered Accountant by education and an Entrepreneur by profession.",16-05-2010 16:10,33,108,34,False,11-08-2020 16:18,"Good Times coming in...
Vaccine from Russia, Fatality rate of covid is coming down to less than 2% in India, Asian… https://t.co/zVb6zxkvIw",,Twitter for iPhone,False
Ajinkya Barge🇮🇳🇮🇳,India,"Engineer,
Proud Maratha Kshatriya, Hindustani Nationalist,#NationFirst
fitness freak,Sports,Adventure,Politics,Environment
Insta- TheOfficial_ajinkya14",01-11-2009 08:53,58,209,457,False,11-08-2020 16:16,"Russia named it as #SputnikV. I think that V stands for ""Vladimir"".
Russians will never leave a chance to take a di… https://t.co/wrfipQf1Kr",['SputnikV'],Twitter for Android,False
Parker_Rush #Resist #BidenHarris2020,,"Aspiring paranormal author. If you're a MAGA moron, I block stupid. #Trump is a RACIST cancer on America. #FAKEPOTUS #GOPTraitors #IndictTrump #BlackLivesMatter",14-06-2011 18:27,940,791,13879,False,11-08-2020 16:14,"Putin thinks he's taunting #Trump by naming #Russia's questionable #COVID19 vaccine ""#SputnikV.""

That would requir… https://t.co/IBiaeJ3FaM","['Trump', 'Russia', 'COVID19', 'SputnikV']",Twitter for Android,False
Sonu Singh Tkd,,,10-04-2019 17:22,3,77,47,False,11-08-2020 16:12,"Russia Launches Covid-19 vaccine

*Students who Were Avoiding Exams n studies:-
#CovidVaccine https://t.co/kac08rDE1i",['CovidVaccine'],Twitter for Android,False
Andrew Angelopoulos,"Westchester, NY",Epithets are common. Wait for my epitaph.,27-05-2010 14:51,120,429,2243,False,11-08-2020 16:12,"Wait, if Russia is claiming the first #CovidVaccine With just a phase 2 testing doesn’t that mean Oxford and Modern… https://t.co/4dNW1gbXw2",['CovidVaccine'],Twitter for iPhone,False
Prajwal,,"misanthrope
I heave my opinions here if you don't concede with my viewpoint then just shut the fuck up and move on you don't have to contend",08-01-2020 16:25,26,359,766,False,11-08-2020 16:11,"So nepotism exists in Russia too,
Putin's daughter got Inoculated first😂😂
#JusticeForeveryone #Nepotism… https://t.co/fJQQB9sC6j","['JusticeForeveryone', 'Nepotism']",Twitter for Android,False
Unarmed & Dangerous,Los Angeles,I translate movies and TV shows. #FuckTrump and all members of his #NaziPinkBubble,15-08-2012 15:45,273,2210,24236,False,11-08-2020 16:11,"So, currently we’re facing the daunting choice between a Russian #CovidVaccine or injecting disinfectant up our asses. #HardPassChoices","['CovidVaccine', 'HardPassChoices']",Twitter for iPad,False
Paul Davner,New York,Distressed Securities Investor and Humorist.,09-03-2014 20:37,89,145,177,False,11-08-2020 16:06,Russian covid vaccine works best when taken with vodka.#CovidVaccine,['CovidVaccine'],Twitter Web App,False
Corporatecrunch.in,Hyderabad,"🏃‍♂️ Follow us for business news and information.
🎓Something new to learn and you will.
😺Joy of learning.
#corporatecrunch #interestingbusinessinfo",01-06-2020 02:03,18,3,3,False,11-08-2020 16:06,"""The two-stage injection plan helps form lasting immunity. The experience with vector vaccines and two-stage scheme… https://t.co/sLntOq3Zoi",,Twitter for Android,False
Eric Wojciechowski 🧐🛸,,"Blogging for @FreedomCocktail. Articles also in Skeptic mag, Skeptical Inquirer, American Atheist. New book CHASING MAGIC due September 9.",01-04-2011 11:25,684,634,2549,False,11-08-2020 16:05,Why couldn't Russia have a #CovidVaccine? They managed to get a US President.,['CovidVaccine'],TweetDeck,False
Commander Vikram W Karve,,A Navy Veteran turned Writer and Blogger.,04-09-2019 08:33,4816,2957,31511,False,11-08-2020 16:04,"#Covidvaccine
Is India importing #coronavirus #vaccine from Russia...? https://t.co/M7lPL4RuLC","['Covidvaccine', 'coronavirus', 'vaccine']",Twitter for Android,False
Lok Vigyan Kendra - Bhavnagar (KRCSC BHAVNAGAR),Bhavnagar,"KRCSC works with a broad vision and aim of taking science to people and bringing people to science working under @infoGujcost, @dstGujarat | @RSMBhavnagar",27-05-2014 10:49,519,595,3599,False,11-08-2020 16:03,"Russia claims to have discovered #CovidVaccine.  He named the vaccine Sputnik V after the world's first satellite,… https://t.co/mDY9xfkHI8",['CovidVaccine'],Twitter for iPhone,False
Carmen P Ortega-Santos,"Phoenix, Arizona",PhDc Exercise and Nutritional Sciences @ASU | Whisner lab 🔬 | Studying how the gut bugs run our health. Nutrition/Exercise - Gut - Muscle,21-05-2020 22:14,18,173,95,False,11-08-2020 16:02,We are safe. Russia has developed the covid-19 vaccinator in a record time: 2 months #CovidVaccine #COVID19,"['CovidVaccine', 'COVID19']",Twitter for iPhone,False
Ibrahim Alsh,,Trying to succeed in life.,01-10-2009 02:38,579,145,1160,False,11-08-2020 16:01,"If binge watching The Americans during quarantine taught me anything, it's definitely not to trust this Sputnik V v… https://t.co/aRdRLR23MB",,Twitter for Android,False
R A B ! N (2.0),,"• R O H I T •
• P R A B H A S •",09-06-2020 09:09,310,188,3014,False,11-08-2020 16:01,"Just heard news that Russia launches Covid-19 Vaccine 🤔

   Is this true or not?? 🤔

#CovidVaccine #RussianVaccine","['CovidVaccine', 'RussianVaccine']",Twitter for Android,False
Aditya Sarda,"Jaipur, India","The 2 extreme guys in the photo : Who is the more good looking guy between us?
                                  Me:  Yes ;)",25-03-2020 17:15,9,63,101,False,11-08-2020 16:00,"Russian Scientists create Covid-19 vaccine.
Putin announces that to the whole world catching everyone's eye.… https://t.co/ZUW2mXzSN5",,Twitter for Android,False
bruce findlay 🟢#TestTraceIsolate ✌,Edinburgh Scotland,Love music/theatre/pictures/Edinburgh/New York/family/friends/ internationalism/part-time lecturer(music ind.)/Occasional broadcaster/ Ex Artist manager,22-06-2009 14:23,5069,998,51357,False,11-08-2020 16:00,Wow....that was quick ! Does it work though and is it safe ? Russia and the world's 1st  #CovidVaccine https://t.co/XyjfODs4WB,['CovidVaccine'],Twitter for Android,False
Keerti Barua,"New Delhi, India",We remember memories not people | 24 | #MUFC,18-04-2014 11:07,125,313,2014,False,11-08-2020 15:59,Russia may name its #CovidVaccine as Covodka. Obviously most people are happy about the shot. #RussianVaccine… https://t.co/tmo4urTSoU,"['CovidVaccine', 'RussianVaccine']",Twitter for Android,False
Rupanjal Baruah,,"A loving father, a caring husband and devoted son",12-07-2020 14:28,6,68,5,False,11-08-2020 15:59,"#CovidVaccine 
Gunshots in front of white House, Covid-19 vaccine in Putin's Russia
How enigmatic the world is!!",['CovidVaccine'],Twitter Web App,False
Akshay Anand,Bangalore,#hashtaglover #youtuber #bangalorean #cricketlover & allotherthingsinbetween,05-07-2011 10:41,27,142,259,False,11-08-2020 15:59,"VACCINE FIRST - VODKA NEXT !!
#getasquared #CovidVaccine #CoronavirusVaccine #coronavaccine #RussianVaccine #Vodka #Sputnik #hope","['getasquared', 'CovidVaccine', 'CoronavirusVaccine', 'coronavaccine', 'RussianVaccine', 'Vodka', 'Sputnik', 'hope']",Twitter for Android,False
Al Jageera,"Propagandistan, Al Arabia",Official! Spreading misinformation worldwide for decades. Tune in for unofficial news and trolling. Also #follow for all parallel world updates. #NewsTroll,08-01-2015 16:04,103,94,1157,False,11-08-2020 15:57,Russia may name its #CovidVaccine as Covodka. Obviously most people are happy about the shot. #RussianVaccine https://t.co/xf4wLX0vSG,"['CovidVaccine', 'RussianVaccine']",Twitter for iPhone,False
anshil,"Kullu and Manali, India",Structure Engineer,22-10-2013 13:46,1,73,7,False,11-08-2020 15:56,Finaly a break through (covid19). https://t.co/RQe7gYaxrG #russia #RussianVaccine #CovidVaccine #COVIDー19,"['russia', 'RussianVaccine', 'CovidVaccine', 'COVIDー19']",Twitter for iPhone,False
Right Awareness India,India,"As the name suggests we are here to spread right and important news for India. Those essential news which will affect you will be provided here.
#stayaware #now",03-07-2020 21:42,11,6,14,False,11-08-2020 15:55,"Russia becomes first country to launch COVID 19 vaccine.
#RussianVaccine 
#CovidVaccine 
#COVIDー19 
#COVIDUpdates https://t.co/hh2dGdsYUm","['RussianVaccine', 'CovidVaccine', 'COVIDー19', 'COVIDUpdates']",Twitter for Android,False
Bikramjit Hati,"Bengaluru, India",CS Engineering student by occupation. Aspiring Writer/Editor/Filmmaker by Passion.,03-03-2015 20:10,23,161,277,False,11-08-2020 15:54,"After extensive research, scientists have come up with the COVID-19 vaccine. So this pandemic is about to end after… https://t.co/LqAd7GZYoD",,Twitter Web App,False
Onkar Pandey,"Pune, Nagpur - India","I follow Software, Innovation, Startups, Strategy, Politics, Driving | Writer | Poetry | Karma | Honored PM Modi follows me 😊| Views  personal, RT≠ Endorsement",20-08-2013 15:56,4483,360,2781,False,11-08-2020 15:54,Coronavirus breaks out again in New Zealand after 102 days #CovidVaccine  https://t.co/6fJjPldVUQ,['CovidVaccine'],Twitter for iPad,False
Reset Italia 🍌 nuova gestione,Italia,Trollo o son desto?,04-04-2009 02:58,6963,2254,13910,False,11-08-2020 15:54,@EUCouncil EU regime is the first #fakenews creator! Always attacking #Russia only because they're jealous of their… https://t.co/YtoOjArHS9,"['fakenews', 'Russia']",Twitter Web App,False
Argnil,India,Follow Me for Indian #Tech Youtubers Video All #News #Unboxing details  🍷📵🎁💕,02-01-2014 16:50,138,29,3140,False,11-08-2020 15:53,"#TechnicalGuruji #technology #technews #TechTalks #MiNoteBook #CovidVaccine #Vaccine, #5G #Phone Under 10K, #Apple… https://t.co/BWE4pHGB5h","['TechnicalGuruji', 'technology', 'technews', 'TechTalks', 'MiNoteBook', 'CovidVaccine', 'Vaccine', '5G', 'Phone', 'Apple']",Twitter for Android,False
Arun,,Memer,24-03-2020 15:35,12,23,47,False,11-08-2020 15:53,"Russia has developed #CovidVaccine 
Meanwhile sanitizer companies* https://t.co/oWS2LiCD2W",['CovidVaccine'],Twitter for Android,False
Ijahnate,,RESIST UNTILL THIS NIGHTMARE IS OVER,28-07-2015 17:31,342,2150,3771,False,11-08-2020 15:52,@politico Funny how they have the first #CovidVaccine but he's social distancing. 😆 😆 😆😜,['CovidVaccine'],Twitter for Android,False
..//sudip ▲,Kathmandu,Public Health Adviser. 1980/90s Teenager. Photographer. Aviation Enthusiast. Birder. Atheist. Contrarian. Food & beer lover.,02-08-2008 17:37,1182,276,2565,False,11-08-2020 15:52,"Putin christens the Russian #CovidVaccine Sputnik-v, a clear reference to Sputnik -1, the first man-made object in… https://t.co/8wm3Mnrckl",['CovidVaccine'],Twitter for Mac,False
"Solomon P. Ortiz, Jr.",,Once a Político...,02-05-2009 20:02,2000,2331,3047,False,11-08-2020 15:52,"Hmmmm hope it works. Brace for possible unintended consequences!
.
#COVID19 #CovidVaccine https://t.co/aFwESYWQwe","['COVID19', 'CovidVaccine']",Twitter for iPhone,False
Alex Morgan,France,🎥 📱 Senior Digital Correspondent @euronews | Alum @SkyNews | Launched #TheCube | Fact-checking + fighting mis/disinformation. RTs not endorsements/views mine.,16-12-2011 15:50,4981,7025,5709,True,11-08-2020 15:51,. 📢#Russia claims to have won the race for a #CovidVaccine💉 President Putin said his own daughter took part in test… https://t.co/zTR8MKbsRH,"['Russia', 'CovidVaccine']",Twitter Web App,False
hippietoad,,Zilch,03-03-2020 23:46,2,1,4,False,11-08-2020 15:50,@Reuters Hopefully Sputnik 5 won’t turn out to be Chernobyl 2. #Sputnik #CovidVaccine,"['Sputnik', 'CovidVaccine']",Twitter for iPhone,False
Big Mouth,,here’s some scissors ✂️ cause you need to cut it out IG: nhishter,15-12-2017 15:24,10,38,38,False,11-08-2020 15:49,"babies come out of a vagina? i thought my two testicles were eggs that hatch. i’ve been lied to 
#balls #baller… https://t.co/pOtlITAqS5","['balls', 'baller']",Twitter for iPhone,False
ArkitekMae,Quezon City,,11-01-2010 15:55,125,335,568,False,11-08-2020 15:49,‼️First vaccine from Russia. 🇷🇺 #RussianVaccine #CovidVaccine #COVID19,"['RussianVaccine', 'CovidVaccine', 'COVID19']",Twitter for Android,False
Donald Trump's cow,'Merica,Trump is a moron. Only other morons support him.,20-03-2019 16:42,109,4,325,False,11-08-2020 15:49,"Putin: “Yes, of course I have vaccine. You wouldn’t know her. She lives in Canada.”
#CovidVaccine #RussianVaccine","['CovidVaccine', 'RussianVaccine']",Twitter for iPhone,False
Iyaps Vk,"Chennai, India",From Future ! Views Personal !,13-09-2011 13:42,360,221,397,False,11-08-2020 15:47,"In a year of disappointment, here comes Russia with Covid Vaccine approved and getting released for public use.
Des… https://t.co/XWvW1ME9DM",,Twitter for iPhone,False
Susie Penrice Tyrie,Singapore,Freelance Actor and Director,17-06-2013 08:49,104,301,36,False,11-08-2020 15:47,"Russia got the first Covid jab then. Administered by umbrella?

#CovidVaccine #covidhumour","['CovidVaccine', 'covidhumour']",Twitter for Android,False
Yukta🎀,in everyone's 💓,I'm going through this phase called fuck everything.,22-10-2018 10:33,247,65,693,False,11-08-2020 15:47,"I thought that I'd passed this year without giving exams ...

I hate you Russia but i love you 😂💕
#CovidVaccine",['CovidVaccine'],Twitter for Android,False
